movie_title,movie_id,imdb_link,imdb_score,movie_budget,release_day,release_month,release_year,duration,language,country,maturity_rating,aspect_ratio,distributor,nb_news_articles,director,actor1,actor1_star_meter,actor2,actor2_star_meter,actor3,actor3_star_meter,colour_film,genres,nb_faces,plot_keywords,action,adventure,scifi,thriller,musical,romance,western,sport,horror,drama,war,animation,crime,movie_meter_IMDBpro,cinematographer,production_company
A Nightmare on Elm Street 2: Freddy's Revenge,11582,http://www.imdb.com/title/tt0089686/?ref_=fn_tt_tt_1,5.4,2200000,1,Nov,1985,87,English,USA,R,1.85,New Line Cinema,53,Jack Sholder,Clu Gulager,6582,Robert Rusler,6911,Marshall Bell,8987,Color,Fantasy|Horror,0,freddy krueger|gay|gay subtext|homoeroticism|jock strap,0,0,0,0,0,0,0,0,1,0,0,0,0,4695,multiple,New Line Cinema
Heartbreakers,11584,http://www.imdb.com/title/tt0125022/?ref_=fn_tt_tt_1,6.2,35000000,19,Apr,2010,123,English,USA,PG-13,2.35,Kinology,153,David Mirkin,Sarah Silverman,1988,Anne Bancroft,3713,Jeffrey Jones,3235,Color,Comedy|Crime|Romance,3,bank|infidelity|millionaire|money|scam,0,0,0,0,0,1,0,0,0,0,0,0,1,14376,Thierry Arbogast,Quad Productions
Notting Hill,11594,http://www.imdb.com/title/tt0125439/?ref_=fn_tt_tt_1,7,42000000,28,May,1999,124,English,UK,PG-13,2.35,Universal Pictures,1754,Roger Michell,Julia Roberts,513,Clarke Peters,8063,Dylan Moran,9914,Color,Comedy|Drama|Romance,1,actress|bookstore|friend|kiss|love,0,0,0,0,0,1,0,0,0,1,0,0,0,2033,Michael Coulter,Polygram Filmed Entertainment
I Want Someone to Eat Cheese With,11602,http://www.imdb.com/title/tt0391229/?ref_=fn_tt_tt_1,6.2,1500000,28,Apr,2006,80,English,USA,R,1.85,American World Pictures (AWP),10,Jeff Garlin,Jessy Schram,1143,Jeff Garlin,4481,Joey Slotnick,3026,Color,Comedy|Romance,0,cheese|city|ice cream|school|second city,0,0,0,0,0,1,0,0,0,0,0,0,0,56233,Peter Biagi,3 Arts Entertainment
Save the Last Dance,11615,http://www.imdb.com/title/tt0206275/?ref_=fn_tt_tt_1,6.1,13000000,12,Jan,2001,112,English,USA,PG-13,1.85,Paramount Pictures,209,Thomas Carter,Sean Patrick Thomas,10046,Terry Kinney,10184,Fredro Starr,19136,Color,Drama|Music|Romance,0,dance|dancing|ghetto|hip hop|imperative in title,0,0,0,0,1,1,0,0,0,1,0,0,0,6344,Robbie Greenberg,Cort/Madden Productions
The Last Song,11629,http://www.imdb.com/title/tt1294226/?ref_=fn_tt_tt_1,5.8,20000000,29,Mar,2010,107,English,USA,PG,2.35,Walt Disney Studios Motion Pictures,2105,Julie Anne Robinson,Kelly Preston,1037,Bobby Coleman,22640,Melissa Ordway,10227,Color,Drama|Family|Music|Romance,1,beach|fire|love|pianist|summer,0,0,0,0,1,1,0,0,0,1,0,0,0,3697,John Lindley,Touchstone Pictures
The Boondock Saints,11635,http://www.imdb.com/title/tt0144117/?ref_=fn_tt_tt_1,7.9,7000000,21,Jan,2000,102,English,Canada,R,2.35,AMBI Group,542,Troy Duffy,Norman Reedus,1504,David Della Rocco,17114,Bob Marley,35389,Black and White,Action|Crime|Thriller,2,fbi|fbi agent|friend|irish|mafia,1,0,0,1,0,0,0,0,0,0,0,0,1,2500,Adam Kane,Franchise Pictures
The Great Debaters,11642,http://www.imdb.com/title/tt0427309/?ref_=fn_tt_tt_1,7.6,15000000,25,Dec,2007,126,English,USA,PG-13,2.35,The Weinstein Company,245,Denzel Washington,Denzel Washington,341,Jurnee Smollett-Bell,34,John Heard,4899,Color,Biography|Drama,1,college|debate|student|texas|wiley college,0,0,0,0,0,0,0,0,0,1,0,0,0,7398,Philippe Rousselot,Harpo Films
Spun,11647,http://www.imdb.com/title/tt0283003/?ref_=fn_tt_tt_1,6.8,2000000,19,Jun,2002,106,English,USA,R,1.85,Silver Nitrate,94,Jonas ÌÄåÉkerlund,Patrick Fugit,2979,Nicholas Gonzalez,1252,Debbie Harry,6480,Color,Comedy|Crime|Drama,0,male nudity|meth|meth lab|nudity|speed freak,0,0,0,0,0,0,0,0,0,1,0,0,1,4709,Eric Broms,Muse Productions
10 Things I Hate About You,11653,http://www.imdb.com/title/tt0147800/?ref_=fn_tt_tt_1,7.2,16000000,6,Mar,1999,97,English,USA,PG-13,1.85,Buena Vista Pictures,23,Gil Junger,Joseph Gordon-Levitt,674,Heath Ledger,552,Andrew Keegan,4044,Color,Comedy|Drama|Romance,6,dating|protective father|school|shrew|teen movie,0,0,0,0,0,1,0,0,0,1,0,0,0,1166,Mark Irwin,Touchstone Pictures
The Other Side of Heaven,11661,http://www.imdb.com/title/tt0250371/?ref_=fn_tt_tt_1,6.5,7000000,12,Apr,2002,113,English,USA,PG,1.85,Distribber,6,Mitch Davis,Anne Hathaway,266,Nathaniel Lees,18966,Miriama Smith,19623,Color,Adventure|Biography|Drama,2,1950s|idaho|love|missionary|mormon,0,1,0,0,0,0,0,0,0,1,0,0,0,12766,Brian J. Breheny,3Mark Entertainment
Young Frankenstein,11662,http://www.imdb.com/title/tt0072431/?ref_=fn_tt_tt_1,8,2800000,15,Dec,1974,106,English,USA,PG,1.85,Fathom Events,717,Mel Brooks,Madeline Kahn,789,Peter Boyle,5463,Teri Garr,2545,Black and White,Comedy,0,assistant|castle|experiment|frankenstein's monster|scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,2619,Gerald Hirschfeld,Gruskoff/Venture Films
J. Edgar,11663,http://www.imdb.com/title/tt1616195/?ref_=fn_tt_tt_1,6.6,35000000,11,Nov,2011,137,English,USA,R,2.35,Warner Bros.,2600,Clint Eastwood,Leonardo DiCaprio,106,Naomi Watts,52,Kaitlyn Dever,269,Color,Biography|Crime|Drama,0,agent|fbi|federal bureau of investigation|gay relationship|secret,0,0,0,0,0,0,0,0,0,1,0,0,1,5063,Tom Stern,Imagine Entertainment
Captain Alatriste: The Spanish Musketeer,11674,http://www.imdb.com/title/tt0395119/?ref_=fn_tt_tt_1,6.1,24000000,5,Mar,2007,145,Spanish,Spain,R,1.85,TF1 International,20,AgustÌÄå_n DÌÄå_az Yanes,Viggo Mortensen,719,Elena Anaya,1186,Eduardo Noriega,13641,Color,Adventure|Drama|History|Romance|Thriller|War,1,desire|fighting|king|spain|trap,0,1,0,1,0,1,0,0,0,1,1,0,0,14336,Paco Femenia,Estudios Picasso
Nebraska,11685,http://www.imdb.com/title/tt1821549/?ref_=fn_tt_tt_1,7.8,12000000,24,Jan,2014,115,English,USA,R,2.35,FilmNation Entertainment,1913,Alexander Payne,Devin Ratray,6570,Bruce Dern,1181,Will Forte,3700,Black and White,Adventure|Comedy|Drama,0,aging|billings montana|lincoln nebraska|nebraska|pickup truck,0,1,0,0,0,0,0,0,0,1,0,0,0,5928,Phedon Papamichael,Paramount Vantage
Pokmon 3: The Movie,11710,http://www.imdb.com/title/tt0235679/?ref_=fn_tt_tt_1,5.6,16000000,6,Apr,2001,93,Japanese,Japan,G,1.85,Warner Bros.,4,Kunihiko Yuyama,Veronica Taylor,21790,Eric Stuart,28098,Lisa Ortiz,62579,Color,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,0,ash|father|mother|pokemon|professor,1,1,1,0,0,0,0,0,0,0,0,1,0,18275,Hisao Shirai,4 Kids Entertainment
Taken 3,11747,http://www.imdb.com/title/tt2446042/?ref_=fn_tt_tt_1,6,48000000,9,Jan,2015,115,English,France,PG-13,2.35,Sierra / Affinity,743,Olivier Megaton,Liam Neeson,513,Dougray Scott,2956,Jon Gries,4035,Color,Action|Thriller,0,betrayal|death|final showdown|murder|on the run,1,0,0,1,0,0,0,0,0,0,0,0,0,3242,Eric Kress,EuropaCorp
The Apostle,11755,http://www.imdb.com/title/tt0118632/?ref_=fn_tt_tt_1,7.2,5000000,20,Feb,1998,134,English,USA,PG-13,1.85,New Films International,79,Robert Duvall,John Beasley,20879,Todd Allen,12020,June Carter Cash,15094,Color,Drama,1,church|louisiana|minister|preacher|texas,0,0,0,0,0,0,0,0,0,1,0,0,0,15153,Barry Markowitz,Butcher's Run Films
The Lost City,11760,http://www.imdb.com/title/tt0343996/?ref_=fn_tt_tt_1,6.7,9600000,26,May,2006,144,English,USA,R,1.85,Magnolia Pictures,64,Andy Garcia,Danny Pino,2124,Victor Rivers,15743,Enrique Murciano,6442,Color,Drama|Romance,0,1950s|cuba|cuban flag|fidel castro|havana cuba,0,0,0,0,0,1,0,0,0,1,0,0,0,19721,Emmanuel Kadosh,Crescent Drive Pictures
The Pianist,11777,http://www.imdb.com/title/tt0253474/?ref_=fn_tt_tt_1,8.5,35000000,28,Mar,2003,150,English,France,R,1.85,Focus Features,939,Roman Polanski,Emilia Fox,2673,Frank Finlay,15370,Ed Stoppard,7436,Black and White,Biography|Drama|War,0,ghetto|holocaust|jewish|piano|warsaw ghetto,0,0,0,0,0,0,0,0,0,1,1,0,0,1233,Pawel Edelman,R.P. Productions
The Negotiator,11779,http://www.imdb.com/title/tt0120768/?ref_=fn_tt_tt_1,7.3,50000000,29,Jul,1998,140,English,Germany,R,2.35,Warner Bros.,165,F. Gary Gray,Kevin Spacey,625,Michael Cudlitz,2352,Siobhan Fallon Hogan,4124,Color,Action|Crime|Drama|Mystery|Thriller,2,hostage|innocence|murder|negotiator|police,1,0,0,1,0,0,0,0,0,1,0,0,1,6217,Russell Carpenter,Regency Enterprises
Ripley's Game,11795,http://www.imdb.com/title/tt0265651/?ref_=fn_tt_tt_1,6.7,30000000,4,Sep,2003,110,English,Italy,R,1.85,Fine Line Features,25,Liliana Cavani,Ray Winstone,3521,Dougray Scott,2956,Chiara Caselli,29046,Color,Crime|Drama|Mystery|Thriller,0,art forgery|concert|dying|picture framer|villa,0,0,0,1,0,0,0,0,0,1,0,0,1,15371,Alfio Contini,Baby Films
Revolutionary Road,11809,http://www.imdb.com/title/tt0959337/?ref_=fn_tt_tt_1,7.3,35000000,23,Jan,2009,119,English,USA,R,2.35,DreamWorks Distribution,2634,Sam Mendes,Leonardo DiCaprio,106,Kate Winslet,48,Joe Komara,96735,Color,Drama|Romance,0,based on novel|children|connecticut|suburb|work,0,0,0,0,0,1,0,0,0,1,0,0,0,1588,Roger Deakins,DreamWorks
Religulous,11813,http://www.imdb.com/title/tt0815241/?ref_=fn_tt_tt_1,7.7,2500000,3,Oct,2008,101,English,USA,R,1.78,IM Global,168,Larry Charles,Bill Maher,10942,Tal Bachman,89166,Steve Burg,417942,Color,Comedy|Documentary|War,1,catholic|christian|jew|muslim|religion,0,0,0,0,0,0,0,0,0,0,1,0,0,16833,Anthony Hardwick,Thousand Words
Brick Mansions,11816,http://www.imdb.com/title/tt1430612/?ref_=fn_tt_tt_1,5.7,28000000,25,Apr,2014,100,English,France,PG-13,2.35,Relativity EuropaCorp Distribution (RED),451,Camille Delamarre,Paul Walker,1737,Robert Maillet,4059,RZA,9721,Color,Action|Crime|Drama|Thriller,2,bare chested male bondage|crime lord|die hard scenario|two word title|undercover,1,0,0,1,0,0,0,0,0,1,0,0,1,7242,Christophe Collette,Relativity Media
The Change-Up,11824,http://www.imdb.com/title/tt1488555/?ref_=fn_tt_tt_1,6.4,52000000,5,Aug,2011,118,English,USA,R,2.35,Universal Pictures,1050,David Dobkin,Ryan Reynolds,125,Olivia Wilde,414,Mircea Monroe,2597,Color,Comedy|Fantasy,2,best friend|fountain|law firm|lawyer|sex,0,0,0,0,0,0,0,0,0,0,0,0,0,2546,Eric Alan Edwards,Universal Pictures
Silverado,11853,http://www.imdb.com/title/tt0090022/?ref_=fn_tt_tt_1,7.2,26000000,10,Jul,1985,133,English,USA,PG-13,2.35,Columbia Pictures Corporation,116,Lawrence Kasdan,Scott Glenn,1666,Todd Allen,12020,Brad Leland,16594,Color,Action|Crime|Drama|Western,4,1880s|kiss|small town|table broken in fight|wild west,1,0,0,0,0,0,1,0,0,1,0,0,1,3090,John Bailey,Columbia Pictures Corporation
Enough Said,11866,http://www.imdb.com/title/tt2390361/?ref_=fn_tt_tt_1,7.1,8000000,11,Oct,2013,93,English,USA,PG-13,1.85,Fox Searchlight Pictures,940,Nicole Holofcener,Christopher Nicholas Smith,11108,Ben Falcone,5661,Michaela Watkins,5888,Color,Comedy|Drama|Romance,2,dating|divorcee|ex husband|ex wife|party,0,0,0,0,0,1,0,0,0,1,0,0,0,6911,Xavier Grobet,Fox Searchlight Pictures
Beverly Hills Cop III,11872,http://www.imdb.com/title/tt0109254/?ref_=fn_tt_tt_1,5.5,55000000,25,May,1994,104,English,USA,R,1.85,Paramount Pictures,51,John Landis,Louis Lombardi,17998,Jon Tenney,6218,Gilbert R. Hill,18078,Color,Action|Comedy|Crime|Thriller,1,california|counterfeit|counterfeit money|money|theme park,1,0,0,1,0,0,0,0,0,0,0,0,1,8404,Mac Ahlberg,Paramount Pictures
Buffalo Soldiers,11882,http://www.imdb.com/title/tt0252299/?ref_=fn_tt_tt_1,6.9,15000000,21,Jan,2003,98,English,UK,R,2.35,Echo Bridge Home Entertainment,82,Gregor Jordan,Dean Stockwell,3751,Scott Glenn,1666,Leon,9123,Color,Comedy|Crime|Drama|Thriller|War,1,berlin wall|germany|murder|soldier|specialist,0,0,0,1,0,0,0,0,0,1,1,0,1,12422,Oliver Stapleton,FilmFour
The Beastmaster,11896,http://www.imdb.com/title/tt0083630/?ref_=fn_tt_tt_1,6.2,8000000,20,Aug,1982,90,English,USA,PG,1.85,Metro-Goldwyn-Mayer (MGM),62,Don Coscarelli,Vanna Bonta,51194,John Amos,6056,Rip Torn,3740,Color,Action|Adventure|Fantasy,0,breasts|critically acclaimed|female frontal nudity|psychotronic film|sword and sorcery,1,1,0,0,0,0,0,0,0,0,0,0,0,5935,John Alcott,Leisure Investment Company
Scary Movie 3,11897,http://www.imdb.com/title/tt0306047/?ref_=fn_tt_tt_1,5.5,48000000,24,Oct,2003,84,English,USA,PG-13,1.85,Miramax,278,David Zucker,Regina Hall,2584,Pamela Anderson,141064,Jenny McCarthy,2511,Color,Comedy,7,crop circle|farm|orchestral music score|reference to michael jackson|videotape,0,0,0,0,0,0,0,0,0,0,0,0,0,3792,Mark Irwin,Dimension Films
True Romance,11898,http://www.imdb.com/title/tt0108399/?ref_=fn_tt_tt_1,8,13000000,10,Sep,1993,121,English,USA,R,2.35,Warner Bros.,1187,Tony Scott,Brad Pitt,134,Gary Oldman,593,Michael Rapaport,777,Color,Action|Crime|Drama|Romance|Thriller,3,aspiring actor|cocaine|drugs|pimp|suitcase full of money,1,0,0,1,0,1,0,0,0,1,0,0,1,1263,Jeffrey L. Kimball,Morgan Creek Entertainment Group
Because of Winn-Dixie,11930,http://www.imdb.com/title/tt0317132/?ref_=fn_tt_tt_1,6.4,14000000,18,Feb,2005,106,English,USA,PG,1.85,Twentieth Century Fox,44,Wayne Wang,Cicely Tyson,5803,Luke Benward,2653,Eva Marie Saint,6383,Color,Comedy|Drama|Family,5,10 year old|dog|florida|girl|supermarket,0,0,0,0,0,0,0,0,0,1,0,0,0,8360,Karl Walter Lindenlaub,Twentieth Century Fox
Escape from New York,11955,http://www.imdb.com/title/tt0082340/?ref_=fn_tt_tt_1,7.2,6000000,10,Jul,1981,106,English,UK,R,2.35,Embassy Pictures,1435,John Carpenter,Donald Pleasence,1160,Adrienne Barbeau,1380,Tom Atkins,9288,Color,Action|Sci-Fi,1,1990s|police|prison|rescue|year 1997,1,0,1,0,0,0,0,0,0,0,0,0,0,2491,Dean Cundey,Embassy Pictures
The Man from Snowy River,11956,http://www.imdb.com/title/tt0084296/?ref_=fn_tt_tt_1,7.3,3500000,5,Nov,1982,102,English,Australia,PG,2.35,AMBI Group,25,George Miller,Tony Bonner,35545,Jack Thompson,14283,Tom Burlinson,12730,Color,Adventure|Drama|Family|Romance|Western,0,australia|brumby|ranch|stallion|twin,0,1,0,0,0,1,1,0,0,1,0,0,0,7449,Keith Wagstaff,Cambridge Productions
When Did You Last See Your Father?,11957,http://www.imdb.com/title/tt0829098/?ref_=fn_tt_tt_1,6.9,8000000,4,Jul,2008,92,English,UK,PG-13,2.35,Sony Pictures Classics,3,Anand Tucker,Colin Firth,987,Jim Broadbent,2423,Gina McKee,978,Color,Biography|Drama,2,cancer|children|death|terminal cancer|time,0,0,0,0,0,0,0,0,0,1,0,0,0,30782,Howard Atherton,Film4
Bound,11993,http://www.imdb.com/title/tt0115736/?ref_=fn_tt_tt_1,7.4,4500000,4,Oct,1996,109,English,USA,R,1.85,Summit Entertainment,168,Lana Wachowski,Christopher Meloni,1401,Kevin Michael Richardson,5206,Peter Spellos,45958,Color,Crime|Drama|Romance|Thriller,0,gangster|lesbian|mafia|money|neo noir,0,0,0,1,0,1,0,0,0,1,0,0,1,4508,Bill Pope,Dino De Laurentiis Company
Amigo,12033,http://www.imdb.com/title/tt1562847/?ref_=fn_tt_tt_1,5.8,1700000,19,Aug,2011,124,English,USA,R,2.35,Rzo Films,101,John Sayles,Brian Lee Franklin,9210,John Arcilla,181741,Ronnie Lazaro,98201,Color,Drama|War,0,american|filipino|friendship|guerrilla army|village,0,0,0,0,0,0,0,0,0,1,1,0,0,60781,Lee Meily,Anarchist's Convention Films
Garfield,12061,http://www.imdb.com/title/tt0356634/?ref_=fn_tt_tt_1,5,35000000,11,Jun,2004,80,English,USA,PG,1.85,Twentieth Century Fox,374,Peter Hewitt,Bill Murray,1278,Mark Christopher Lawrence,18487,Michael Monks,46183,Color,Animation|Comedy|Family|Fantasy,0,cat|dog|first part|lasagna|veterinarian,0,0,0,0,0,0,0,0,0,0,0,1,0,6341,Dean Cundey,Twentieth Century Fox
Soul Survivors,12078,http://www.imdb.com/title/tt0218619/?ref_=fn_tt_tt_1,3.9,14000000,7,Sep,2001,84,English,USA,PG-13,1.85,Summit Entertainment,11,Stephen Carpenter,Melissa Sagemiller,4817,Angela Featherstone,3665,Candace Kroslak,14175,Color,Drama|Horror|Mystery|Thriller,4,car accident|college|ghost|girl in panties|white panties,0,0,0,1,0,0,0,0,1,1,0,0,0,20931,Fred Murphy,Lost Soul Productions
House of Wax,12087,http://www.imdb.com/title/tt0397065/?ref_=fn_tt_tt_1,5.3,30000000,6,May,2005,108,English,Australia,R,1.85,Warner Bros.,628,Jaume Collet-Serra,Robert Ri'chard,6729,Paris Hilton,6366,Brian Van Holt,6773,Color,Horror,0,brother sister relationship|group of friends|male nudity|twin|wax,0,0,0,0,0,0,0,0,1,0,0,0,0,2561,Stephen F. Windon,Warner Bros.
Jason Goes to Hell: The Final Friday,12099,http://www.imdb.com/title/tt0107254/?ref_=fn_tt_tt_1,4.3,2500000,13,Aug,1993,91,English,USA,R,1.85,New Line Cinema,246,Adam Marcus,Kane Hodder,3963,Leslie Jordan,200,Erin Gray,1489,Color,Fantasy|Horror|Thriller,0,brutality|evil|jason voorhees|paranormal phenomena|terror,0,0,0,1,0,0,0,0,1,0,0,0,0,6107,Bill Dill,New Line Cinema
Rain Man,12112,http://www.imdb.com/title/tt0095953/?ref_=fn_tt_tt_1,8,25000000,16,Dec,1988,133,English,USA,R,1.85,United Artists,1081,Barry Levinson,Tom Cruise,85,Valeria Golino,3415,Beth Grant,6855,Color,Drama,3,buick|convertible|last will and testament|savant|travel,0,0,0,0,0,0,0,0,0,1,0,0,0,2408,John Seale,United Artists
"McFarland, USA",12125,http://www.imdb.com/title/tt2097298/?ref_=fn_tt_tt_1,7.4,17000000,20,Feb,2015,129,English,USA,PG,2.35,Walt Disney Studios Motion Pictures,125,Niki Caro,Morgan Saylor,4091,Valente Rodriguez,24152,Diana Maria Riva,19586,Color,Biography|Drama|Sport,0,coach|high school|place name in title|school|student,0,0,0,0,0,0,0,1,0,1,0,0,0,5946,Adam Arkapaw,Mayhem Pictures
Sleeper,12129,http://www.imdb.com/title/tt0070707/?ref_=fn_tt_tt_1,7.3,2000000,17,Dec,1973,89,English,USA,PG,1.85,United Artists,128,Woody Allen,Woody Allen,1238,John Beck,11149,Mews Small,15870,Color,Comedy|Sci-Fi,0,frozen|future|health food|leader|police,0,0,1,0,0,0,0,0,0,0,0,0,0,15366,David M. Walsh,Jack Rollins & Charles H. Joffe Productions
Heavenly Creatures,12137,http://www.imdb.com/title/tt0110005/?ref_=fn_tt_tt_1,7.4,5000000,25,Oct,1994,108,English,New Zealand,R,2.35,Miramax,358,Peter Jackson,Kate Winslet,48,Jed Brophy,17292,Liz Mullane,170464,Color,Biography|Crime|Drama|Romance|Thriller,2,fantasy life|friend|friendship|love|teenage crush,0,0,0,1,0,1,0,0,0,1,0,0,1,4120,Alun Bollinger,WingNut Films
The Best Offer,12141,http://www.imdb.com/title/tt1924396/?ref_=fn_tt_tt_1,7.8,13500000,1,Jan,2014,131,English,Italy,R,2.35,Umedia,27,Giuseppe Tornatore,Jim Sturgess,2533,Sean Buchanan,78219,Liya Kebede,19298,Color,Crime|Drama|Mystery|Romance,2,antique|art|heiress|older man younger woman relationship|plot twist,0,0,0,0,0,1,0,0,0,1,0,0,1,2780,Fabio Zamarion,Paco Cinematografica
Horrible Bosses,12144,http://www.imdb.com/title/tt1499658/?ref_=fn_tt_tt_1,6.9,35000000,8,Jul,2011,106,English,USA,R,2.35,Warner Bros.,4404,Seth Gordon,Kevin Spacey,625,Lindsay Sloane,2750,Reginald Ballard,31107,Color,Comedy|Crime,5,black comedy|boss|chemical company|dental assistant|murder,0,0,0,0,0,0,0,0,0,0,0,0,1,2304,David Hennings,New Line Cinema
Misconduct,12170,http://www.imdb.com/title/tt3658772/?ref_=fn_tt_tt_1,5.3,11000000,5,Feb,2016,106,English,USA,R,2.35,Film Bridge International,38,Shintaro Shimosawa,Al Pacino,516,Anthony Hopkins,671,Glen Powell,1131,Color,Drama|Thriller,3,black panties|lust|sexual attraction|voyeur|voyeurism,0,0,0,1,0,0,0,0,0,1,0,0,0,5723,Michael Fimognari,Mike and Marty Productions
Girl 6,12171,http://www.imdb.com/title/tt0116414/?ref_=fn_tt_tt_1,5,12000000,22,Mar,1996,108,English,USA,R,1.85,Fox Searchlight Pictures,34,Spike Lee,Michael Imperioli,3713,Debi Mazar,1763,Gretchen Mol,2077,Color,Comedy|Drama,3,actress|neighbor|phone sex|queens new york city|sex addiction,0,0,0,0,0,0,0,0,0,1,0,0,0,25660,Malik Hassan Sayeed,Fox Searchlight Pictures
Love & Basketball,12180,http://www.imdb.com/title/tt0199725/?ref_=fn_tt_tt_1,7.2,15000000,21,Apr,2000,124,English,USA,PG-13,1.85,New Line Cinema,81,Gina Prince-Bythewood,Alfre Woodard,2735,Sanaa Lathan,547,Omar Epps,3935,Color,Drama|Romance|Sport,0,basketball movie|female basketball player|high school|nba|title directed by female,0,0,0,0,0,1,0,1,0,1,0,0,0,3429,Reynaldo Villalobos,40 Acres & A Mule Filmworks
Flash of Genius,12183,http://www.imdb.com/title/tt1054588/?ref_=fn_tt_tt_1,7,20000000,3,Oct,2008,119,English,USA,PG-13,2.35,Universal Pictures,89,Marc Abraham,Dylan Authors,65338,Bill Lake,98788,Victoria Learn,6292982,Color,Biography|Drama,0,flash of genius|genius|intellectual property|professor|university,0,0,0,0,0,0,0,0,0,1,0,0,0,15954,Dante Spinotti,Universal Pictures
The Man with the Iron Fists,12212,http://www.imdb.com/title/tt1258972/?ref_=fn_tt_tt_1,5.4,15000000,2,Nov,2012,107,English,USA,R,2.35,Universal Pictures,1069,RZA,Rick Yune,8062,RZA,9721,Daniel Wu,3144,Color,Action,3,blacksmith|box office flop|chop socky|critically bashed|village,1,0,0,0,0,0,0,0,0,0,0,0,0,6623,Chi-Ying Chan,Arcade Pictures
40 Days and 40 Nights,12256,http://www.imdb.com/title/tt0243736/?ref_=fn_tt_tt_1,5.6,17000000,1,Mar,2002,96,English,USA,R,1.85,Miramax,12,Michael Lehmann,Emmanuelle Vaugier,2151,Vinessa Shaw,136,Paulo Costanzo,4685,Color,Comedy|Romance,0,female on male rape|lent|male rear nudity|masturbation|sex,0,0,0,0,0,1,0,0,0,0,0,0,0,5686,Elliot Davis,Miramax
Thumbsucker,12259,http://www.imdb.com/title/tt0318761/?ref_=fn_tt_tt_1,6.6,4000000,7,Oct,2005,96,English,USA,R,2.35,Premiere Entertainment Group,236,Mike Mills,Kelli Garner,3886,Lou Taylor Pucci,3631,Nancy O'Dell,23666,Color,Comedy|Drama,0,attention deficit disorder|debate|drugs|psychologist|school,0,0,0,0,0,0,0,0,0,1,0,0,0,16657,Joaquaadn Baca-Asay,Bob Yari Productions
Sea of Love,12269,http://www.imdb.com/title/tt0098273/?ref_=fn_tt_tt_1,6.8,19000000,15,Sep,1989,113,English,USA,R,1.85,Universal Pictures,89,Harold Becker,Al Pacino,516,Michael O'Neill,9853,Ellen Barkin,1303,Color,Crime|Drama|Mystery|Thriller,1,detective|love|single|suspect|title from song,0,0,0,1,0,0,0,0,0,1,0,0,1,9440,Ronnie Taylor,Universal Pictures
Diary of a Mad Black Woman,12283,http://www.imdb.com/title/tt0422093/?ref_=fn_tt_tt_1,5.6,5500000,25,Feb,2005,116,English,USA,PG-13,1.85,Lions Gate Films,141,Darren Grant,Cicely Tyson,5803,Kimberly Elise,8149,Tamara Taylor,4454,Color,Comedy|Drama|Romance,0,comic relief|diary|kiss|madea series|state flag,0,0,0,0,0,1,0,0,0,1,0,0,0,6724,David Claessen,BET Pictures
Patriot Games,12290,http://www.imdb.com/title/tt0105112/?ref_=fn_tt_tt_1,6.9,45000000,5,Jun,1992,117,English,USA,R,2.35,Paramount Pictures,678,Phillip Noyce,Harrison Ford,413,Polly Walker,2742,Patrick Bergin,6868,Color,Action|Thriller,1,analyst|cia|ira|terrorist|terrorist attack,1,0,0,1,0,0,0,0,0,0,0,0,0,2213,Donald McAlpine,Mace Neufeld Productions
L!fe Happens,12311,http://www.imdb.com/title/tt1726589/?ref_=fn_tt_tt_1,5.7,930000,13,Apr,2012,100,English,USA,R,2.35,William Morris Endeavor (WME) Entertainment,50,Kat Coiro,Justin Kirk,4958,Geoff Stults,3420,Kristen Johnston,2165,Color,Comedy,8,friendship|los angeles california|one night stand|roommate|single mother,0,0,0,0,0,0,0,0,0,0,0,0,0,7279,Doug Chamberlain,Stardust Pictures
The Iron Lady,12337,http://www.imdb.com/title/tt1007029/?ref_=fn_tt_tt_1,6.4,13000000,13,Jan,2012,105,English,UK,PG-13,2.35,Path International,2865,Phyllida Lloyd,Meryl Streep,559,Jim Broadbent,2423,Olivia Colman,1280,Color,Biography|Drama|History,1,british prime minister|female prime minister|politics|prime minister|told in flashback,0,0,0,0,0,0,0,0,0,1,0,0,0,7369,Elliot Davis,DJ Films
Big Daddy,12347,http://www.imdb.com/title/tt0142342/?ref_=fn_tt_tt_1,6.4,34200000,27,Aug,1999,93,English,USA,PG-13,1.85,United Film Organization,0,Dennis Dugan,Steve Buscemi,1366,Adam Sandler,383,Joey Lauren Adams,1954,Color,Comedy|Drama,0,homosexual|law|law school|responsibility|vomiting,0,0,0,0,0,0,0,0,0,1,0,0,0,172060,Morrison B. Paul,Szygzy Productions
The Social Network,12352,http://www.imdb.com/title/tt1285016/?ref_=fn_tt_tt_1,7.7,40000000,1,Oct,2010,120,English,USA,PG-13,2.35,Columbia Pictures Corporation,14356,David Fincher,Andrew Garfield,1074,Dustin Fitzsimons,133066,Marcella Lentz-Pope,10217,Color,Biography|Drama,0,competitiveness|creator|entrepreneur|facebook|intellectual property,0,0,0,0,0,0,0,0,0,1,0,0,0,1349,Jeff Cronenweth,Columbia Pictures Corporation
